Hyphen	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
LRRFIP2	461	502	453	476	413	437
LRRIQ1	57	40	73	32	42	48
LRRIQ3	48	32	51	51	40	32
LRRIQ4	3	11	1	5	6	3
LRRK1	88	67	65	59	61	47
LRRK2	0	0	6	1	2	1
LRRN1	370	550	607	338	458	367
LRRN2	35	44	48	32	21	26
LRRN3	16	10	8	15	10	25
LRRN4	97	131	114	160	256	227
LRRN4CL	1	0	2	0	1	0
LRRTM1	40	15	12	17	9	29
LRRTM2	61	44	23	23	16	46
LRRTM3	5	5	6	6	6	5
LRRTM4	427	447	344	762	571	423
LRSAM1	135	146	110	137	156	125
LRTM1	8	8	7	1	7	10
LRTM2	0	0	0	0	1	0
LRTOMT	199	221	175	250	252	229
LRWD1	87	75	76	101	75	53
LSAMP	531	493	397	574	770	678
LSG1	1972	1877	1613	1974	1683	1334
LSM1	1180	1556	1114	1663	1316	1222
LSM10	1352	1493	1342	1605	1681	1146
LSM11	168	212	197	273	277	208
LSM12	1416	1610	1414	1316	1064	1327
LSM14A	413	450	355	385	384	281
LSM14B	114	130	132	125	108	122
LSM2	933	1165	843	1331	1513	831
LSM3	6432	7543	6641	8002	5281	5856
LSM4	1702	1842	1859	1958	933	1564
LSM5	5890	5436	6599	7695	5256	4772
LSM6	2633	2526	2817	2861	1871	1939
LSM7	1716	2143	1600	2374	1309	1935
LSM8	2307	2709	2458	2938	2222	2380
LSMEM1	34	18	22	36	26	21
LSMEM2	4	0	0	0	1	0
LSP1	0	1	3	1	9	12
LSR	433	212	335	144	119	125
LSS	217	213	163	400	265	195
LST1	0	1	1	0	1	1
LTA	0	0	0	0	0	0
LTA4H	4906	5299	6211	4079	4479	5200
LTB	0	0	0	0	0	0
LTB4R	60	60	42	43	58	55
LTB4R2	4	2	1	1	3	0
LTBP1	382	378	349	291	445	402
LTBP2	11	27	33	78	237	123
LTBP3	7	8	3	5	16	8
LTBP4	14	24	27	21	24	33
LTBR	101	94	97	150	160	157
LTC4S	0	0	0	0	0	0
LTF	3	0	7	1	0	2
LTK	4	2	0	12	9	13
LTN1	1630	1742	1513	1861	1447	1444
LTV1	3281	3745	3034	3995	2995	2269
LUC7L	1564	1395	1237	1862	1111	1278
LUC7L2	0	0	0	0	0	0
LUC7L3	9485	11280	11065	10345	7638	11104
LUM	600	1591	2392	2255	7685	6069
LURAP1	11	15	15	13	8	8
LURAP1L	2	8	25	11	21	19
LUZP1	1889	1971	1608	1944	1614	1547
LUZP2	13	1	5	18	5	4
LUZP4	0	0	3	0	0	0
LVRN	1	3	8	13	7	8
LXN	327	326	437	358	336	409
LY6D	0	0	0	0	0	0
LY6E	469	583	531	538	481	627
LY6G5B	0	0	0	0	0	0
LY6G5C	1	0	2	2	3	0
LY6G6C	2	0	0	1	0	1
LY6G6D	0	0	0	0	0	0
LY6G6E	0	0	0	0	0	0
LY6G6F	0	0	0	0	0	0
LY6H	0	0	0	0	0	0
LY6K	3	4	7	21	11	13
LY75	52	20	35	9	6	11
LY86	0	0	0	0	0	0
LY9	0	2	0	1	0	0
LY96	0	0	0	1	1	1
LYAR	2349	2837	2256	2847	1492	1734
LYG1	29	24	24	23	32	35
LYG2	81	75	49	72	57	76
LYL1	1	6	2	9	5	8
LYN	547	668	642	949	949	728
LYNX1	19	21	14	26	20	22
LYPD1	16	8	10	5	7	17
LYPD2	1	2	0	1	1	0
LYPD3	20	15	37	5	12	14
LYPD4	0	0	0	0	0	0
LYPD5	2	4	6	1	2	1
LYPD6	435	635	582	436	628	588
LYPD6B	581	590	573	207	361	405
LYPD8	0	0	0	0	0	0
LYPLA1	5597	3384	5798	6815	4936	2795
LYPLA2	1832	1471	1329	1764	2017	1172
LYPLAL1	709	736	874	1096	955	801
LYRM1	1714	2279	1992	2007	2188	2070
LYRM2	2034	2310	1846	2810	2125	2052
LYRM4	2648	3408	2760	3249	3105	2784
LYRM7	1747	1323	1679	2463	1902	1359
LYRM9	49	45	43	28	73	50
LYSMD1	618	720	646	925	1116	766
LYSMD2	45	23	21	65	37	15
LYSMD3	1092	694	969	1283	979	742
LYSMD4	214	174	116	154	157	108
LYST	82	100	98	152	123	146
LYVE1	0	0	0	0	1	0
LYZ	8	0	1	4	0	5
LYZL1	2	0	0	2	6	2
LYZL2	0	0	0	0	0	0
LYZL4	1	1	0	2	3	5
LYZL6	0	0	0	0	0	0
LZIC	1272	1653	1394	1906	1394	1565
LZTFL1	841	809	774	1000	723	782
LZTR1	102	116	102	165	141	111
LZTS1	464	333	260	248	333	250
LZTS2	87	85	89	83	88	97
LZTS3	73	58	68	50	46	41
M1AP	95	89	125	43	92	55
M6PR	4805	5533	4968	6141	6634	5238
MAB21L1	119	161	69	51	87	46
MAB21L2	21	30	25	10	34	20
MAB21L3	2	0	0	0	2	0
MACC1	372	126	492	43	23	48
MACF1	1564	1409	1280	1555	1950	1787
MACROD1	14	8	10	5	3	9
MACROD2	16	16	23	15	17	19
MAD1L1	239	205	185	335	200	229
MAD2L1	9094	6957	9543	11934	8110	5470
MAD2L1BP	1969	2041	1497	2235	2549	1766
MAD2L2	1096	944	1170	911	804	821
MADCAM1	2	0	0	1	1	1
MADD	546	525	417	500	663	500
MAEA	1427	1268	1109	1707	1100	914
MAEL	13	0	25	4	0	2
MAF	85	87	79	132	106	128
MAF1	110	130	104	144	152	139
MAFA	8	2	1	0	0	0
MAFB	73	72	60	177	51	81
MAFF	11	19	15	25	14	14
MAFG	412	384	269	379	462	251
MAFIP	0	0	0	0	0	0
MAFK	1	0	0	2	0	0
MAG	0	0	0	0	2	1
MAGEA1	0	0	3	0	0	0
MAGEA10	0	0	0	0	0	0
MAGEA11	18	46	45	12	27	8
MAGEA12	0	0	0	0	1	0
MAGEA2	0	0	0	1	0	1
MAGEA2B	0	0	0	0	0	0
MAGEA3	1	0	1	0	1	0
MAGEA4	32	11	119	1	0	2
MAGEA6	1	2	2	0	1	0
MAGEA8	2	1	0	1	0	0
MAGEA9	0	0	0	0	0	0
MAGEA9B	0	0	0	0	0	0
MAGEB1	45	54	43	50	30	27
MAGEB10	0	0	0	0	0	0
MAGEB16	9	6	0	1	7	3
MAGEB17	46	33	23	7	18	19
MAGEB18	0	0	3	0	0	0
MAGEB2	4	2	3	4	1	1
MAGEB3	306	360	254	291	218	113
MAGEB4	6	3	4	2	2	1
MAGEB5	0	0	0	0	0	0
MAGEB6	0	0	0	0	0	0
MAGEC1	0	0	0	0	0	0
MAGEC2	0	0	1	0	0	0
MAGEC3	1	1	1	0	2	0
MAGED1	6868	7598	6699	8741	9290	8666
MAGED2	24083	31702	22993	31671	38125	29950
MAGED4	1	0	1	0	2	0
MAGED4B	1	0	0	0	0	0
MAGEE1	177	124	187	153	85	114
MAGEE2	1	0	0	0	1	2
MAGEF1	484	383	446	473	266	332
MAGEH1	527	760	874	588	646	926
MAGEL2	19	24	29	35	37	60
MAGI1	352	279	344	221	209	276
MAGI2	97	55	92	18	42	34
MAGI3	454	478	432	408	447	344
MAGIX	4	9	7	20	7	10
MAGOH	2825	3388	2742	2865	3537	2043
MAGOHB	4352	4520	5427	5675	3841	3939
MAGT1	4735	3639	3996	6020	5087	3906
MAK	178	169	130	140	174	148
MAK16	4112	3913	3279	4255	2814	2395
MAL	1	0	0	0	0	0
MAL2	166	52	203	33	25	15
MALL	0	1	0	0	0	0
MALRD1	15	29	16	19	27	24
MALSU1	602	646	596	752	409	546
MALT1	776	664	652	565	659	496
MAMDC2	22	7	30	16	18	19
MAMDC4	23	18	20	31	41	37
MAML1	310	295	297	368	307	244
MAML2	46	44	76	66	108	130
MAML3	422	523	348	498	454	333
MAMLD1	21	23	27	21	13	22
MAMSTR	27	34	39	40	45	28
MAN1A1	370	266	381	959	655	483
MAN1A2	525	563	458	734	533	516
MAN1B1	706	720	653	806	1050	645
MAN1C1	40	35	30	44	41	29
MAN2A1	3679	2928	3478	4354	4734	2825
MAN2A2	63	55	31	79	133	66
MAN2B1	186	122	132	160	147	144
MAN2B2	102	119	81	170	173	132
MAN2C1	145	171	143	205	253	166
MANBA	509	536	657	534	575	530
MANBAL	3604	4514	3566	3976	5062	3559
MANEA	714	582	657	1241	749	557
MANEAL	27	3	6	4	2	1
MANF	1779	1928	1229	2106	1505	1546
MANSC1	16	21	49	22	21	13
MANSC4	0	1	1	0	2	1
MAOA	1075	1128	1248	1067	914	1249
MAOB	6	3	7	1	0	8
MAP10	44	35	45	67	23	37
MAP1A	814	762	417	1472	1558	878
MAP1B	52511	53365	50231	71796	69423	41697
MAP1LC3A	20	24	19	13	12	17
MAP1LC3B	1858	2070	1915	2358	1875	1810
MAP1LC3B2	33	44	39	45	33	34
MAP1LC3C	1	3	2	0	3	3
MAP1S	85	77	59	78	80	69
MAP2	22	37	40	55	29	38
MAP2K1	355	321	372	315	285	339
MAP2K2	251	270	198	301	281	278
MAP2K3	114	101	113	117	92	80
MAP2K4	590	463	521	614	544	473
MAP2K5	82	37	76	70	53	98
MAP2K6	488	485	498	372	503	518
MAP2K7	129	139	113	163	98	109
MAP3K1	2850	2429	3396	4624	5274	4087
MAP3K10	10	8	2	8	5	9
MAP3K11	139	163	133	143	134	154
MAP3K12	51	36	30	29	50	45
MAP3K13	1014	1197	1124	1166	1081	1247
MAP3K14	53	74	44	67	82	55
MAP3K15	17	13	21	28	25	25
MAP3K19	3	2	0	2	1	1
MAP3K2	989	735	822	973	850	697
MAP3K3	784	730	497	785	989	574
MAP3K4	782	778	561	737	647	505
MAP3K5	17	12	8	9	3	6
MAP3K6	8	9	19	25	31	22
MAP3K7	1710	1522	1557	1712	1123	1221
MAP3K7CL	14	8	13	14	17	10
MAP3K8	120	78	130	70	82	87
MAP3K9	271	236	341	81	127	234
MAP4	4301	4709	3643	4700	4935	4075
MAP4K1	115	47	115	19	27	20
MAP4K2	84	84	99	88	97	103
MAP4K3	432	257	361	503	360	238
MAP4K4	2102	2066	1756	2199	2479	1815
MAP4K5	849	641	754	717	725	554
MAP6	1	1	0	3	0	2
MAP6D1	19	21	25	22	23	11
MAP7	238	90	201	37	22	38
MAP7D1	274	334	234	268	396	297
MAP7D2	55	31	42	19	34	31
MAP7D3	1521	1807	1273	1444	1214	1188
MAP9	1136	985	1056	994	666	791
MAPK1	770	685	814	680	766	672
MAPK10	157	120	208	63	85	123
MAPK11	4	2	4	5	3	1
MAPK12	182	211	175	241	268	194
MAPK13	101	92	119	37	116	106
MAPK14	418	483	423	574	568	443
MAPK15	0	0	1	1	0	0
MAPK1IP1L	26391	23521	22191	30722	27210	20179
MAPK3	488	506	426	496	513	411
MAPK4	13	19	14	18	18	23
MAPK6	5321	4936	5037	6509	4130	4225
MAPK7	171	134	150	147	136	161
MAPK8	748	654	700	819	536	569
MAPK8IP1	12	14	9	12	10	5
MAPK8IP2	11	10	8	4	5	9
MAPK8IP3	28	31	33	33	44	31
MAPK9	448	415	391	460	421	330
MAPKAP1	391	334	314	356	228	271
MAPKAPK2	159	151	105	158	143	126
MAPKAPK3	222	202	239	275	294	194
MAPKAPK5	809	940	915	846	778	795
MAPKBP1	80	74	77	85	95	61
MAPRE1	11102	11814	10207	12483	9403	9244
MAPRE2	3507	3433	2859	3347	3602	2577
MAPRE3	11	12	15	15	19	24
MAPT	4	15	6	8	4	9
MARC1	168	89	138	41	54	35
MARC2	9	11	9	9	6	2
MARCFH1	76	57	90	82	74	62
MARCFH2	67	91	105	49	94	91
MARCHF10	6	6	3	2	1	3
MARCHF11	8	4	5	2	3	5
MARCHF3	141	113	119	147	125	120
MARCHF4	0	0	0	1	1	4
MARCHF5	619	570	648	870	468	527
MARCHF6	14400	11159	14365	17448	16240	12247
MARCHF7	6122	4966	5896	7001	5697	4697
MARCHF8	12	7	2	3	4	8
MARCHF9	18	9	8	5	14	13
MARCKS	12852	12593	15345	18753	17282	11612
MARCKSL1	1307	1179	1125	1403	1153	893
MARCO	0	0	0	0	0	0
MARK1	411	413	317	250	247	140
MARK2	290	300	240	243	216	210
MARK3	816	729	611	848	867	686
MARK4	71	81	86	79	126	120
MARS2	538	354	342	548	371	223
MARVELD1	234	220	123	286	314	206
MARVELD2	45	47	45	16	18	18
MARVELD3	93	39	108	6	9	6
MAS1	0	1	0	1	0	1
MAS1L	0	0	0	0	0	0
MASP1	4	67	75	26	410	378
MASP2	11	8	9	9	13	5
MAST1	30	32	48	26	26	48
MAST2	176	169	110	136	172	139
MAST3	348	372	250	359	436	312
MAST4	128	136	154	146	177	183
MASTL	1892	1878	1808	2361	1643	1446
MAT1A	5	2	3	0	1	5
MAT2A	5618	4909	3606	5965	5014	3446
MAT2B	5244	4754	4506	6867	4766	3817
MATK	6	1	4	1	1	0
MATN1	4	3	3	8	5	6
MATN2	64	40	59	48	77	106
MATN3	162	180	215	181	183	143
MATN4	11	12	5	7	3	11
MATR3	24241	24356	24064	28624	22197	21025
MAU2	419	440	393	526	593	418
MAVS	1809	2077	1540	1961	2809	1836
MAX	2712	2543	2102	2922	2157	2138
MAZ	25	36	16	31	31	20
MB	0	0	0	0	0	0
MB21D2	689	456	553	432	302	394
MBD1	706	568	456	636	578	448
MBD2	90	113	122	127	174	126
MBD3	232	220	162	278	235	178
MBD3L1	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0
MBD4	1908	1961	1844	1823	1425	1635
MBD5	432	464	322	567	584	491
MBD6	70	90	67	95	92	98
MBIP	1629	1620	1762	2049	1533	1419
MBL2	0	0	1	0	1	0
MBLAC1	7	11	4	6	2	3
MBLAC2	63	40	49	108	58	49
MBNL1	116	142	136	504	427	335
MBNL2	140	166	207	480	495	406
MBNL3	165	88	130	57	48	51
MBOAT1	24	18	22	18	20	16
MBOAT2	905	891	803	1070	946	813
MBOAT4	14	22	8	9	31	24
MBOAT7	9	10	8	20	21	8
MBP	36	14	33	5	5	5
MBTD1	437	278	371	251	190	245
MBTPS1	1446	1468	1270	1661	1387	1281
MBTPS2	1109	1012	1024	1718	1296	1069
MC1R	10	21	9	18	11	12
MC2R	0	0	0	0	1	0
MC3R	3	2	0	1	2	0
MC4R	23	27	10	67	56	27
MC5R	0	0	0	0	0	0
MCAM	585	621	416	930	852	559
MCAT	82	112	72	119	73	85
MCC	1872	1358	1441	1477	1286	1072
MCCC1	587	703	598	653	613	626
MCCC2	773	528	634	551	542	442
MCCD1	0	0	0	0	0	0
MCEE	357	414	366	411	339	395
MCEMP1	0	0	0	0	0	0
MCF2	18	5	13	12	2	5
MCF2L	9	7	9	19	17	14
MCF2L2	45	44	71	31	46	52
MCFD2	4928	4936	4502	6686	6084	4865
MCHR1	30	67	69	107	408	296
MCHR2	0	0	3	1	0	1
MCIDAS	1	0	0	0	0	0
MCL1	4185	4502	4072	5789	4593	3549
MCM10	4706	5043	3631	5250	4055	3060
MCM2	1326	1110	890	1253	1083	784
MCM3	15577	14475	11844	17069	17914	10813
MCM3AP	464	456	335	512	543	367
MCM4	7252	7031	6281	7137	5248	4884
MCM5	4348	3678	3288	4417	4685	2775
MCM6	3204	3050	2857	3878	2664	2568
MCM7	11561	11103	7936	12568	13790	7581
MCM8	2016	2348	1802	1975	1570	1576
MCM9	331	251	274	321	254	186
MCMBP	1048	937	869	1124	991	712
MCMDC2	34	19	33	31	25	24
MCOLN1	199	200	124	242	180	123
MCOLN2	24	7	6	10	9	4
MCOLN3	6152	4328	3505	3064	2417	1711
MCPH1	1512	1615	1371	1634	1348	1014
MCRS1	4663	5008	4308	5368	6653	4360
MCTP1	118	91	110	117	116	98
MCTP2	38	31	31	11	19	19
MCTS1	1941	2443	2117	3043	2384	2250
MCTS2P	38	36	18	54	30	14
MCU	655	621	655	1115	738	600
MCUR1	417	481	418	542	396	381
MDC1	68	72	53	96	110	55
MDFI	43	52	34	68	49	55
MDFIC	494	290	535	557	391	262
MDGA1	9	3	4	1	8	10
MDGA2	136	137	192	51	80	81
MDH1	17377	20280	18610	19293	20069	16305
MDH1B	138	119	120	80	92	93
MDH2	11914	14022	11336	14733	17207	11671
MDK	7055	10681	8752	12265	11380	13780
MDM1	752	839	924	1757	1120	1052
MDM2	6931	5932	7420	8090	7571	6120
MDM4	4037	5000	3896	4502	3795	4708
MDN1	2913	2493	2053	2072	2078	1755
MDP1	7	13	16	7	7	9
ME1	437	430	419	855	461	386
ME2	689	587	714	1129	740	660
ME3	6	8	7	4	18	7
MEA1	4058	4557	3914	4883	6236	4140
MEAF6	3163	2753	3104	3884	2796	2484
MECOM	86	74	68	293	261	251
MECP2	289	291	238	389	338	291
MECR	504	541	458	666	666	491
MED1	2238	2907	2077	2269	2749	1945
MED10	1773	1814	1641	2117	1771	1539
MED11	432	535	396	432	690	449
MED12	699	759	581	623	1057	695
MED12L	99	66	56	31	45	33
MED13	1629	1350	1421	1375	1438	1081
MED13L	1124	1206	1212	1213	1336	1134
MED14	775	762	779	808	765	665
MED15	384	279	290	451	405	338
MED16	214	139	190	256	194	190
MED17	923	718	770	1021	539	635
MED18	549	704	560	787	845	564
MED19	489	652	468	697	596	601
MED20	3002	2996	2554	3316	3237	2328
MED21	2546	2311	2703	2721	2295	2123
MED22	226	227	203	242	205	182
MED23	1356	1411	1309	1461	1474	1289
MED24	710	567	510	597	588	502
MED25	61	39	31	54	43	62
MED26	25	36	29	23	27	13
MED27	1249	1403	1094	1543	1761	1150
MED28	7190	7981	7315	8719	8002	6309
MED29	763	594	562	820	664	566
MED30	193	237	236	280	177	201
MED31	1158	1272	1166	1760	1359	1134
MED4	3824	4499	4364	5022	3541	3661
MED6	1697	1852	1522	1948	1703	1563
MED7	1242	1329	1349	1669	1319	1230
MED8	1010	1151	925	1488	1735	1310
MED9	292	286	235	329	281	210
MEDAG	4	10	24	1	1	1
MEF2A	418	330	408	467	311	373
MEF2B	1	0	0	0	2	1
MEF2C	16	15	9	64	138	117
MEF2D	59	38	54	64	71	65
MEFV	0	1	1	1	3	1
MEGF10	347	299	234	168	235	134
MEGF11	8	12	5	5	11	4
MEGF6	3	2	1	2	5	2
MEGF8	245	216	178	287	367	256
MEGF9	101	73	56	68	90	68
MEI1	6	2	6	4	14	8
MEI4	15	8	4	8	7	6
MEIG1	11	13	8	23	13	14
MEIKIN	0	1	0	0	0	0
MEIOB	2	4	2	6	4	0
MEIS1	1081	1786	1083	6801	6603	3691
MEIS2	1010	1281	874	1933	1642	1359
MEIS3	242	145	179	115	164	158
MELK	4740	4944	4330	5679	4976	3895
MEMO1	88	47	64	93	47	67
MEN1	270	268	236	345	275	235
MEOX1	0	2	1	3	3	4
MEOX2	0	0	0	0	0	0
MEP1A	0	0	0	0	1	1
MEP1B	2	2	1	0	3	0
MEPCE	295	207	167	257	245	176
MEPE	10	5	7	0	4	3
MERTK	413	331	352	671	464	371
MESP1	108	98	72	27	23	29
MESP2	28	14	25	6	9	13
MEST	12155	13310	12333	12042	13114	11804
MET	139	148	219	58	82	154
METAP1	5008	5213	4869	6283	5043	4280
METAP1D	458	413	324	477	383	318
METAP2	9712	11451	12712	11283	9895	11301
METRN	12	14	17	14	14	13
METRNL	0	3	2	4	3	2
METTL1	1105	1173	948	1118	1338	888
METTL11B	25	34	29	28	47	32
METTL14	1708	1876	1734	1962	1688	1618
METTL15	440	382	473	568	477	389
METTL16	1406	1604	1331	1389	1349	1210
METTL17	2231	2652	2021	2519	3101	2224
METTL18	597	533	608	804	575	507
METTL21A	342	246	326	372	202	213
METTL21C	0	0	1	0	0	1
METTL22	750	800	741	660	1115	729
METTL23	352	392	418	328	282	353
METTL24	1	0	1	1	0	0
METTL25	603	532	511	679	394	436
METTL2A	1154	1446	1290	1266	1247	1190
METTL2B	684	817	620	872	737	636
METTL3	2098	2032	1678	2341	2744	1698
METTL4	798	771	687	1048	807	585
METTL5	2566	3043	3109	2623	2556	2256
METTL6	1081	1265	970	1382	1130	1052
METTL7A	332	795	830	1951	1618	2520
METTL7B	115	75	121	71	104	100
METTL8	1621	1238	1353	1381	1029	847
METTL9	688	688	710	956	670	865
MEX3A	1251	1478	1124	1385	1549	1243
MEX3B	80	39	72	146	81	67
MEX3C	452	366	422	579	546	459
MEX3D	307	129	421	448	163	108
MFAP1	2414	2537	2300	2744	2562	2361
MFAP2	1699	1524	1497	1684	1955	1783
MFAP3	796	900	638	1102	898	795
MFAP3L	84	69	103	51	45	37
MFAP4	1184	725	825	644	1037	879
MFAP5	13	12	20	3	10	8
MFF	1282	1606	1435	1966	1134	1498
MFGE8	2515	3259	1999	2080	3197	2549
MFHAS1	1350	1253	994	1046	790	693
MFN1	1617	1732	1618	1905	1662	1432
MFN2	1742	1829	1439	2077	2122	1498
MFNG	1	5	1	3	9	1
MFRP	0	0	0	0	0	0
MFSD1	637	583	566	952	535	535
MFSD10	154	101	131	152	103	112
MFSD11	1125	1211	1071	2170	1613	1537
MFSD12	48	29	38	54	56	38
MFSD2A	251	148	120	175	103	96
MFSD2B	15	21	8	19	7	19
MFSD3	48	43	60	35	38	41
MFSD5	857	947	841	1137	1161	786
MFSD6	15	21	14	18	20	22
MFSD6L	2	0	2	0	0	0
MFSD8	803	742	684	1034	779	752
MFSD9	359	355	331	428	342	326
MGA	3007	3081	2389	2738	3309	2386
MGAM	1	2	0	0	1	0
MGAM2	0	0	0	0	0	0
MGARP	23	23	71	24	34	52
MGAT1	332	347	299	400	382	312
MGAT2	3	2	4	5	0	2
MGAT3	59	85	62	82	120	99
MGAT4A	29	37	74	424	272	246
MGAT4B	44	43	46	93	58	45
MGAT4C	40	7	38	4	3	1
MGAT4D	0	0	0	0	0	0
MGAT5	331	196	232	390	334	308
MGAT5B	19	7	9	6	11	8
MGLL	5	3	6	2	10	3
MGME1	1643	1731	1385	1438	1353	1333
MGMT	195	212	202	186	216	266
MGP	2	3	0	3	14	12
MGRN1	186	134	131	217	135	175
MGST1	8610	6714	10445	7371	5794	4798
MGST2	970	1585	1059	2282	1519	1835
MGST3	2529	3192	2743	4694	4721	4116
MIA	1	0	0	1	2	1
MIA2	0	0	0	0	0	0
MIA3	2396	2643	2057	2384	2007	1984
MIB1	928	742	913	966	900	713
MIB2	26	31	23	24	22	18
MICA	52	60	49	74	90	48
MICAL1	364	368	253	362	331	332
MICAL2	57	56	34	117	190	165
MICAL3	140	106	82	143	107	126
MICALL1	156	154	158	219	279	157
MICALL2	1	7	9	9	6	16
MICB	12	8	17	10	19	10
MICU1	1788	2368	1923	2748	2884	2383
MICU2	764	607	888	849	422	557
MICU3	33	16	59	97	64	52
MID1	3591	4384	3043	3517	3890	2769
MID1IP1	174	171	181	238	132	143
MID2	38	29	29	17	26	43
MIDN	864	1048	731	1030	717	812
MIEF1	1840	1872	1391	1928	1935	1334
MIEF2	51	50	46	46	37	62
MIEN1	679	844	776	779	679	682
MIER1	10184	7759	10133	10221	7748	6613
MIER2	147	97	122	144	138	85
MIER3	1149	777	975	1547	1055	763
MIF	0	0	0	0	0	0
MIF4GD	214	179	281	94	228	175
MIIP	467	320	313	475	344	295
MILR1	0	1	2	0	3	1
MINK1	75	72	69	99	121	78
MINPP1	1146	845	1211	1494	780	1000
MIOS	518	597	511	615	458	440
MIOX	2	0	1	0	0	0
MIP	16	12	9	11	4	11
MIPEP	337	302	289	394	219	272
MIPOL1	644	622	626	570	559	514
MIS12	1988	1812	1467	2249	1498	1309
MIS18A	2185	2280	2146	2497	1444	1676
MIS18BP1	3125	2202	2849	3089	1873	2039
MISP	0	3	2	0	1	2
MITD1	1656	1725	2145	1983	1705	1519
MITF	50	42	47	49	45	40
MIXL1	2944	1193	1447	473	341	710
MKI67	2347	2594	1874	2511	2595	2186
MKKS	2722	3505	3085	3060	2324	2639
MKLN1	3226	3657	3235	3692	3490	3248
MKNK1	631	666	555	1027	884	674
MKNK2	293	390	246	301	263	324
MKRN1	1053	1013	1058	1122	994	953
MKRN2	1112	1101	1020	1364	1299	1084
MKRN2OS	10	10	3	5	13	7
MKRN3	1	0	1	0	0	0
MKS1	1244	1256	1176	1110	1347	1144
MKX	9	5	10	3	1	3
MLANA	3	1	6	1	4	7
MLC1	0	1	0	2	5	1
MLEC	3143	3505	2804	3297	3817	2868
MLF1	1004	1190	1337	705	674	924
MLF2	3139	3086	3443	3860	2701	3318
MLH1	3944	4383	3622	4521	4417	3545
MLH3	969	1040	926	1035	1024	863
MLIP	2	4	0	4	2	4
MLKL	95	67	40	49	51	31
MLLT1	165	140	121	158	106	129
MLLT10	1398	1535	1310	1516	1434	1411
MLLT11	8836	10018	7882	16025	13047	8752
MLLT3	3284	4299	3490	8602	6508	5745
MLLT6	2	3	1	1	2	2
MLN	0	0	0	0	0	0
MLNR	0	1	0	1	2	0
MLPH	37	26	28	36	41	28
MLST8	677	520	524	761	716	524
MLX	2769	2842	2305	2737	3018	2288
MLXIP	975	980	770	772	1081	1025
MLXIPL	7	3	7	1	3	6
MLYCD	70	74	42	56	59	46
MMAA	128	158	150	194	194	173
MMAB	927	1157	1025	1610	1542	1308
MMACHC	310	321	245	233	275	241
MMADHC	12143	11035	11249	12423	10181	8236
MMD	1484	1356	1621	1698	1376	1148
MMD2	0	0	0	0	0	0
MME	3536	4051	3577	2252	2064	2171
MMEL1	0	0	1	0	0	2
MMGT1	2491	2377	2266	3019	2096	1974
MMP1	6	16	34	46	201	169
MMP10	0	24	42	29	206	153
MMP11	1	0	1	0	7	1
MMP12	1	2	3	1	2	4
MMP13	21	46	24	12	17	13
MMP14	104	195	112	134	182	190
MMP15	160	181	157	137	185	109
MMP16	357	300	348	375	385	275
MMP17	4	1	0	2	1	1
MMP19	50	56	37	61	67	63
MMP2	3656	4353	3519	4054	6089	5020
MMP20	0	0	0	0	0	0
MMP21	0	0	0	0	0	0
MMP23B	0	0	0	1	0	0
MMP24	3	6	5	2	3	5
MMP25	15	4	14	2	2	5
MMP26	0	0	0	0	0	1
MMP27	0	0	0	0	0	0
MMP28	0	4	1	7	12	17
MMP3	3	7	6	0	4	4
MMP7	0	0	0	0	1	0
MMP8	0	0	0	0	0	0
MMP9	61	92	119	70	102	118
MMRN1	0	2	2	7	28	13
MMRN2	20	18	14	17	33	40
MMS19	2479	2605	2307	2899	3441	2600
MMS22L	2740	2481	2395	2979	2630	2099
MN1	50	30	59	11	22	43
MNAT1	1527	1777	1900	1937	1533	1604
MND1	1369	2025	1741	1989	1265	1655
MNDA	0	0	0	1	0	0
MNS1	217	194	321	203	108	180
MNT	75	43	35	50	54	51
MNX1	6	2	3	2	0	0
MOAP1	0	0	3	1	2	0
MOB1A	6279	5263	5712	6965	5821	4352
MOB1B	506	381	464	703	476	375
MOB2	84	62	51	75	78	64
MOB3A	437	499	408	652	838	593
MOB3B	463	376	396	377	386	268
MOB3C	30	19	7	31	22	19
MOB4	2631	1404	2684	3009	1914	1280
MOBP	4	2	6	1	4	6
MOCOS	51	38	55	21	13	33
MOCS1	80	82	67	108	106	85
MOCS2	1574	1528	1378	2075	2001	1525
MOCS3	731	612	595	686	548	503
MOG	0	0	1	0	0	1
MOGAT1	2	4	3	1	1	1
MOGAT2	0	0	0	0	0	0
MOGAT3	0	6	2	2	2	2
MOGS	197	247	188	237	312	232
MOK	177	134	119	141	106	159
MON1A	51	43	45	71	46	39
MON1B	591	491	356	658	613	477
MON2	638	553	707	653	549	672
MORC1	8	0	5	4	3	3
MORC2	267	246	207	251	360	228
MORC3	1328	1318	1249	1539	1246	1172
MORC4	122	142	98	294	316	161
MORF4L1	14913	16866	15747	17719	15439	13325
MORF4L2	19611	23465	20327	25369	20298	20704
MORN1	105	124	95	98	155	147
MORN2	463	543	528	755	616	551
MORN3	42	36	41	28	63	54
MORN4	377	458	371	344	502	359
MORN5	0	1	0	2	1	3
MOS	2	0	0	0	0	0
